variant,ise_mean,ise_std,test_loglik_mean,test_loglik_std,integral_mean,integral_std
with_constraint,0.003116238504716764,0.00025962134412260224,-3.5426371224083866,0.01149053007369537,1.0072775721549987,0.010671217476042426
without_constraint,0.003236373711493616,0.00029905864372887765,-3.5330579967707534,0.016173247827636156,1.0453442692756654,0.013976891251250068
